Year,Taxes,Land,added_to,Additions,equals,Total_assessments,listing_page
2019,"$5,159","$90,000",+,"$146,890",=,"$236,890",https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
2018,"$5,382","$78,750",+,"$166,574",=,"$245,324",https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
2017,"$5,471","$25,000",+,"$159,903",=,"$184,903",https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
2016,"$4,245","$25,000",+,"$89,975",=,"$114,975",https://www.realtor.com/realestateandhomes-detail/2113-Thrasher-Ln-Apt-1_Austin_TX_78741_M88364-86990
2022,"$3,113",N/A,+,N/A,=,"$130,051",https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
2021,"$2,895",N/A,+,N/A,=,"$118,228",https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
2020,"$2,535",N/A,+,N/A,=,"$107,480",https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
2019,"$2,360",N/A,+,N/A,=,"$97,709",https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
2018,"$2,163",N/A,+,N/A,=,"$88,826",https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
2017,"$1,980","$45,000",+,"$35,751",=,"$80,751",https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
2016,"$1,854","$45,000",+,"$35,751",=,"$80,751",https://www.realtor.com/realestateandhomes-detail/702-Culp-St_Austin_TX_78741_M82438-08065
2022,"$8,458",N/A,+,N/A,=,"$34,162",https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
2021,$813,N/A,+,N/A,=,"$31,056",https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
2020,$724,N/A,+,N/A,=,"$28,233",https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
2019,$676,N/A,+,N/A,=,"$25,666",https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
2018,$637,"$6,500",+,"$16,833",=,"$23,333",https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
2017,$596,"$6,500",+,"$16,833",=,"$23,333",https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
2016,$612,"$6,500",+,"$16,833",=,"$23,333",https://www.realtor.com/realestateandhomes-detail/2105-Yellow-Jacket-Ln_Austin_TX_78741_M70060-82944
2022,"$3,142",N/A,+,N/A,=,"$123,294",https://www.realtor.com/realestateandhomes-detail/Austin_TX_78741_M85515-66145
2021,"$2,935",N/A,+,N/A,=,"$112,085",https://www.realtor.com/realestateandhomes-detail/Austin_TX_78741_M85515-66145
2020,"$2,614",N/A,+,N/A,=,"$101,895",https://www.realtor.com/realestateandhomes-detail/Austin_TX_78741_M85515-66145
2019,"$2,439",N/A,+,N/A,=,"$92,632",https://www.realtor.com/realestateandhomes-detail/Austin_TX_78741_M85515-66145
2018,"$2,299",N/A,+,N/A,=,"$84,211",https://www.realtor.com/realestateandhomes-detail/Austin_TX_78741_M85515-66145
2017,"$2,154",N/A,+,N/A,=,"$76,555",https://www.realtor.com/realestateandhomes-detail/Austin_TX_78741_M85515-66145
2016,"$2,008",N/A,+,N/A,=,"$69,595",https://www.realtor.com/realestateandhomes-detail/Austin_TX_78741_M85515-66145
2022,"$9,907","$75,000",+,N/A,=,"$75,000",https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
2021,"$1,670","$75,000",+,N/A,=,"$75,000",https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
2020,"$1,608","$75,000",+,N/A,=,"$75,000",https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
2019,"$1,647","$75,000",+,N/A,=,"$75,000",https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
2018,"$1,660","$75,000",+,N/A,=,"$75,000",https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
2017,"$1,672","$25,000",+,N/A,=,"$25,000",https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
2016,$574,"$25,000",+,N/A,=,"$25,000",https://www.realtor.com/realestateandhomes-detail/2301-Thrasher-Ln_Austin_TX_78741_M77976-44060
2022,"$10,421","$100,000",+,"$230,786",=,"$330,786",https://www.realtor.com/realestateandhomes-detail/6707-Santos-St_Austin_TX_78741_M86427-77245
2021,"$7,365","$100,000",+,"$158,227",=,"$258,227",https://www.realtor.com/realestateandhomes-detail/6707-Santos-St_Austin_TX_78741_M86427-77245
2020,"$5,538","$100,000",+,"$158,227",=,"$258,227",https://www.realtor.com/realestateandhomes-detail/6707-Santos-St_Austin_TX_78741_M86427-77245
2019,"$5,672","$100,000",+,"$138,291",=,"$238,291",https://www.realtor.com/realestateandhomes-detail/6707-Santos-St_Austin_TX_78741_M86427-77245
2018,"$5,275","$100,000",+,"$133,500",=,"$233,500",https://www.realtor.com/realestateandhomes-detail/6707-Santos-St_Austin_TX_78741_M86427-77245
2017,"$5,207","$30,000",+,"$159,222",=,"$189,222",https://www.realtor.com/realestateandhomes-detail/6707-Santos-St_Austin_TX_78741_M86427-77245
2016,"$4,344","$30,000",+,"$108,769",=,"$138,769",https://www.realtor.com/realestateandhomes-detail/6707-Santos-St_Austin_TX_78741_M86427-77245
2022,"$7,989","$100,000",+,"$170,523",=,"$270,523",https://www.realtor.com/realestateandhomes-detail/6409-Porter-St_Austin_TX_78741_M81485-86765
2021,"$6,023","$100,000",+,"$126,933",=,"$226,933",https://www.realtor.com/realestateandhomes-detail/6409-Porter-St_Austin_TX_78741_M81485-86765
2020,"$4,867","$100,000",+,"$126,933",=,"$226,933",https://www.realtor.com/realestateandhomes-detail/6409-Porter-St_Austin_TX_78741_M81485-86765
2019,"$4,984","$100,000",+,"$89,915",=,"$189,915",https://www.realtor.com/realestateandhomes-detail/6409-Porter-St_Austin_TX_78741_M81485-86765
2018,"$4,204","$75,000",+,"$95,566",=,"$170,566",https://www.realtor.com/realestateandhomes-detail/6409-Porter-St_Austin_TX_78741_M81485-86765
2017,"$3,803","$25,000",+,"$111,306",=,"$136,306",https://www.realtor.com/realestateandhomes-detail/6409-Porter-St_Austin_TX_78741_M81485-86765
2016,"$3,129","$25,000",+,"$98,593",=,"$123,593",https://www.realtor.com/realestateandhomes-detail/6409-Porter-St_Austin_TX_78741_M81485-86765
2022,"$4,532","$208,250",+,N/A,=,"$208,250",https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
2021,"$4,637","$208,250",+,N/A,=,"$208,250",https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
2020,"$4,466","$208,250",+,N/A,=,"$208,250",https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
2019,"$4,574","$233,750",+,N/A,=,"$233,750",https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
2018,"$5,175","$175,313",+,N/A,=,"$175,313",https://www.realtor.com/realestateandhomes-detail/412-Kemp-St_Austin_TX_78741_M87931-05273
2021,"$16,524","$110,000",+,"$632,086",=,"$742,086",https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
2020,"$2,449","$110,000",+,N/A,=,"$110,000",https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
2019,"$2,359","$110,000",+,N/A,=,"$110,000",https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
2018,"$2,435","$110,000",+,N/A,=,"$110,000",https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
2017,"$1,827","$82,500",+,N/A,=,"$82,500",https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
2016,"$1,320","$57,500",+,N/A,=,"$57,500",https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
2015,"$1,320","$57,500",+,N/A,=,"$57,500",https://www.realtor.com/realestateandhomes-detail/6217-Clovis-St-A_Austin_TX_78741_M98822-58654
2022,"$5,132","$100,000",+,"$117,231",=,"$217,231",https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
2021,"$4,837","$100,000",+,"$94,888",=,"$194,888",https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
2020,"$2,316",N/A,+,N/A,=,"$98,179",https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
2019,"$2,156",N/A,+,N/A,=,"$89,254",https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
2018,"$1,976",N/A,+,N/A,=,"$81,140",https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
2017,"$1,809",N/A,+,N/A,=,"$73,764",https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
2016,"$1,693",N/A,+,N/A,=,"$67,058",https://www.realtor.com/realestateandhomes-detail/1414-Vargas-Rd_Austin_TX_78741_M86852-60420
2022,"$8,008",N/A,+,N/A,=,"$334,455",https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
2021,"$7,447","$112,500",+,"$191,550",=,"$304,050",https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
2020,"$6,521","$112,500",+,"$191,550",=,"$304,050",https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
2019,"$6,678",N/A,+,N/A,=,"$200,846",https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
2018,"$4,446",N/A,+,N/A,=,"$182,587",https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
2017,"$4,071",N/A,+,N/A,=,"$165,988",https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
2016,"$3,811",N/A,+,N/A,=,"$150,898",https://www.realtor.com/realestateandhomes-detail/8907-Little-Walnut-Pkwy_Austin_TX_78758_M71790-05141
2022,"$11,396","$125,000",+,"$210,350",=,"$335,350",https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
2021,"$7,467","$125,000",+,"$143,539",=,"$268,539",https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
2020,"$5,759","$125,000",+,"$143,539",=,"$268,539",https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
2019,"$5,898","$125,000",+,"$133,160",=,"$258,160",https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
2018,"$5,715","$75,000",+,"$142,116",=,"$217,116",https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
2017,"$4,841","$60,000",+,"$124,029",=,"$184,029",https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
2016,"$4,225","$20,000",+,"$132,175",=,"$152,175",https://www.realtor.com/realestateandhomes-detail/1408-Fairfield-Dr_Austin_TX_78758_M82761-68722
2022,"$10,133",N/A,+,N/A,=,"$423,245",https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
2021,"$9,424","$125,000",+,"$259,768",=,"$384,768",https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
2020,"$8,252",N/A,+,N/A,=,"$336,351",https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
2019,"$7,388",N/A,+,N/A,=,"$305,774",https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
2018,"$6,769","$75,000",+,"$202,976",=,"$277,976",https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
2017,"$6,313",N/A,+,N/A,=,"$257,379",https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
2016,"$5,909","$18,000",+,"$215,981",=,"$233,981",https://www.realtor.com/realestateandhomes-detail/1311-Quail-Park-Dr_Austin_TX_78758_M86472-25710
2022,"$5,135",N/A,+,N/A,=,"$214,481",https://www.realtor.com/realestateandhomes-detail/8800-Parkfield-Dr_Austin_TX_78758_M82637-27675
2021,"$4,775",N/A,+,N/A,=,"$194,983",https://www.realtor.com/realestateandhomes-detail/8800-Parkfield-Dr_Austin_TX_78758_M82637-27675
2020,"$4,182",N/A,+,N/A,=,"$177,257",https://www.realtor.com/realestateandhomes-detail/8800-Parkfield-Dr_Austin_TX_78758_M82637-27675
2019,"$3,893",N/A,+,N/A,=,"$161,143",https://www.realtor.com/realestateandhomes-detail/8800-Parkfield-Dr_Austin_TX_78758_M82637-27675
2018,"$3,567",N/A,+,N/A,=,"$146,494",https://www.realtor.com/realestateandhomes-detail/8800-Parkfield-Dr_Austin_TX_78758_M82637-27675
2017,"$3,267",N/A,+,N/A,=,"$133,176",https://www.realtor.com/realestateandhomes-detail/8800-Parkfield-Dr_Austin_TX_78758_M82637-27675
2016,"$3,057",N/A,+,N/A,=,"$121,069",https://www.realtor.com/realestateandhomes-detail/8800-Parkfield-Dr_Austin_TX_78758_M82637-27675
2022,"$7,378",N/A,+,N/A,=,"$308,184",https://www.realtor.com/realestateandhomes-detail/900-Red-Cliff-Dr_Austin_TX_78758_M86733-25352
2021,"$6,862",N/A,+,N/A,=,"$280,167",https://www.realtor.com/realestateandhomes-detail/900-Red-Cliff-Dr_Austin_TX_78758_M86733-25352
2020,"$6,009",N/A,+,N/A,=,"$254,697",https://www.realtor.com/realestateandhomes-detail/900-Red-Cliff-Dr_Austin_TX_78758_M86733-25352
2019,"$5,594",N/A,+,N/A,=,"$231,543",https://www.realtor.com/realestateandhomes-detail/900-Red-Cliff-Dr_Austin_TX_78758_M86733-25352
2018,"$5,126",N/A,+,N/A,=,"$210,494",https://www.realtor.com/realestateandhomes-detail/900-Red-Cliff-Dr_Austin_TX_78758_M86733-25352
2017,"$4,694",N/A,+,N/A,=,"$191,358",https://www.realtor.com/realestateandhomes-detail/900-Red-Cliff-Dr_Austin_TX_78758_M86733-25352
2016,"$4,393",N/A,+,N/A,=,"$173,962",https://www.realtor.com/realestateandhomes-detail/900-Red-Cliff-Dr_Austin_TX_78758_M86733-25352
2022,"$7,699",N/A,+,N/A,=,"$293,284",https://www.realtor.com/realestateandhomes-detail/8703-Colonial-Dr_Austin_TX_78758_M74002-90308
2021,"$6,530",N/A,+,N/A,=,"$258,813",https://www.realtor.com/realestateandhomes-detail/8703-Colonial-Dr_Austin_TX_78758_M74002-90308
2020,"$5,551",N/A,+,N/A,=,"$240,317",https://www.realtor.com/realestateandhomes-detail/8703-Colonial-Dr_Austin_TX_78758_M74002-90308
2019,"$6,079",N/A,+,N/A,=,"$210,180",https://www.realtor.com/realestateandhomes-detail/8703-Colonial-Dr_Austin_TX_78758_M74002-90308
2018,"$4,653",N/A,+,N/A,=,"$191,073",https://www.realtor.com/realestateandhomes-detail/8703-Colonial-Dr_Austin_TX_78758_M74002-90308
2017,"$4,261",N/A,+,N/A,=,"$173,703",https://www.realtor.com/realestateandhomes-detail/8703-Colonial-Dr_Austin_TX_78758_M74002-90308
2016,"$3,988","$20,000",+,"$137,912",=,"$157,912",https://www.realtor.com/realestateandhomes-detail/8703-Colonial-Dr_Austin_TX_78758_M74002-90308
2022,"$10,034","$125,000",+,"$184,981",=,"$309,981",https://www.realtor.com/realestateandhomes-detail/1205-Clearfield-Dr_Austin_TX_78758_M71360-37509
2021,"$7,490","$125,000",+,"$109,500",=,"$234,500",https://www.realtor.com/realestateandhomes-detail/1205-Clearfield-Dr_Austin_TX_78758_M71360-37509
2020,"$5,029","$125,000",+,"$132,618",=,"$257,618",https://www.realtor.com/realestateandhomes-detail/1205-Clearfield-Dr_Austin_TX_78758_M71360-37509
2019,"$5,658","$125,000",+,"$111,499",=,"$236,499",https://www.realtor.com/realestateandhomes-detail/1205-Clearfield-Dr_Austin_TX_78758_M71360-37509
2018,"$5,158","$75,000",+,"$100,679",=,"$175,679",https://www.realtor.com/realestateandhomes-detail/1205-Clearfield-Dr_Austin_TX_78758_M71360-37509
2017,"$4,544","$60,000",+,"$96,702",=,"$156,702",https://www.realtor.com/realestateandhomes-detail/1205-Clearfield-Dr_Austin_TX_78758_M71360-37509
2016,"$3,958","$20,000",+,"$79,163",=,"$99,163",https://www.realtor.com/realestateandhomes-detail/1205-Clearfield-Dr_Austin_TX_78758_M71360-37509
2022,"$5,319",N/A,+,N/A,=,"$222,166",https://www.realtor.com/realestateandhomes-detail/8701-Bridgeport-Dr_Austin_TX_78758_M81577-73783
2021,"$4,946",N/A,+,N/A,=,"$201,969",https://www.realtor.com/realestateandhomes-detail/8701-Bridgeport-Dr_Austin_TX_78758_M81577-73783
2020,"$4,331",N/A,+,N/A,=,"$183,608",https://www.realtor.com/realestateandhomes-detail/8701-Bridgeport-Dr_Austin_TX_78758_M81577-73783
2019,"$4,032",N/A,+,N/A,=,"$166,916",https://www.realtor.com/realestateandhomes-detail/8701-Bridgeport-Dr_Austin_TX_78758_M81577-73783
2018,"$3,695",N/A,+,N/A,=,"$151,742",https://www.realtor.com/realestateandhomes-detail/8701-Bridgeport-Dr_Austin_TX_78758_M81577-73783
2017,"$3,384",N/A,+,N/A,=,"$137,947",https://www.realtor.com/realestateandhomes-detail/8701-Bridgeport-Dr_Austin_TX_78758_M81577-73783
2016,"$3,167","$20,000",+,"$105,406",=,"$125,406",https://www.realtor.com/realestateandhomes-detail/8701-Bridgeport-Dr_Austin_TX_78758_M81577-73783
2022,"$5,853",N/A,+,N/A,=,"$244,468",https://www.realtor.com/realestateandhomes-detail/1014-S-Meadows-Dr_Austin_TX_78758_M70593-55572
2021,"$5,443",N/A,+,N/A,=,"$222,244",https://www.realtor.com/realestateandhomes-detail/1014-S-Meadows-Dr_Austin_TX_78758_M70593-55572
2020,"$4,766",N/A,+,N/A,=,"$202,040",https://www.realtor.com/realestateandhomes-detail/1014-S-Meadows-Dr_Austin_TX_78758_M70593-55572
2019,"$4,437",N/A,+,N/A,=,"$183,673",https://www.realtor.com/realestateandhomes-detail/1014-S-Meadows-Dr_Austin_TX_78758_M70593-55572
2018,"$5,387",N/A,+,N/A,=,"$166,975",https://www.realtor.com/realestateandhomes-detail/1014-S-Meadows-Dr_Austin_TX_78758_M70593-55572
2017,"$3,723",N/A,+,N/A,=,"$151,795",https://www.realtor.com/realestateandhomes-detail/1014-S-Meadows-Dr_Austin_TX_78758_M70593-55572
2016,"$3,485","$20,000",+,"$117,995",=,"$137,995",https://www.realtor.com/realestateandhomes-detail/1014-S-Meadows-Dr_Austin_TX_78758_M70593-55572
2022,"$7,884",N/A,+,N/A,=,"$329,277",https://www.realtor.com/realestateandhomes-detail/1305-Mearns-Meadow-Blvd_Austin_TX_78758_M83403-98240
2021,"$7,331",N/A,+,N/A,=,"$299,343",https://www.realtor.com/realestateandhomes-detail/1305-Mearns-Meadow-Blvd_Austin_TX_78758_M83403-98240
2020,"$6,420",N/A,+,N/A,=,"$272,130",https://www.realtor.com/realestateandhomes-detail/1305-Mearns-Meadow-Blvd_Austin_TX_78758_M83403-98240
2019,"$5,977",N/A,+,N/A,=,"$247,391",https://www.realtor.com/realestateandhomes-detail/1305-Mearns-Meadow-Blvd_Austin_TX_78758_M83403-98240
2018,"$5,477",N/A,+,N/A,=,"$224,901",https://www.realtor.com/realestateandhomes-detail/1305-Mearns-Meadow-Blvd_Austin_TX_78758_M83403-98240
2017,"$5,015",N/A,+,N/A,=,"$204,455",https://www.realtor.com/realestateandhomes-detail/1305-Mearns-Meadow-Blvd_Austin_TX_78758_M83403-98240
2016,"$4,694",N/A,+,N/A,=,"$185,868",https://www.realtor.com/realestateandhomes-detail/1305-Mearns-Meadow-Blvd_Austin_TX_78758_M83403-98240
2022,"$10,835","$137,500",+,"$164,658",=,"$302,158",https://www.realtor.com/realestateandhomes-detail/905-Neans-Dr_Austin_TX_78758_M76466-22743
2021,"$6,728","$137,500",+,"$101,541",=,"$239,041",https://www.realtor.com/realestateandhomes-detail/905-Neans-Dr_Austin_TX_78758_M76466-22743
2020,"$5,127","$137,500",+,"$101,541",=,"$239,041",https://www.realtor.com/realestateandhomes-detail/905-Neans-Dr_Austin_TX_78758_M76466-22743
2019,"$5,250","$137,500",+,"$92,940",=,"$230,440",https://www.realtor.com/realestateandhomes-detail/905-Neans-Dr_Austin_TX_78758_M76466-22743
2018,"$5,101",N/A,+,N/A,=,"$125,778",https://www.realtor.com/realestateandhomes-detail/905-Neans-Dr_Austin_TX_78758_M76466-22743
2017,"$2,805",N/A,+,N/A,=,"$114,344",https://www.realtor.com/realestateandhomes-detail/905-Neans-Dr_Austin_TX_78758_M76466-22743
2016,"$2,625",N/A,+,N/A,=,"$103,949",https://www.realtor.com/realestateandhomes-detail/905-Neans-Dr_Austin_TX_78758_M76466-22743
2022,"$5,674",N/A,+,N/A,=,"$236,995",https://www.realtor.com/realestateandhomes-detail/1104-Fauntleroy-Trl_Austin_TX_78758_M85509-88080
2021,"$5,277",N/A,+,N/A,=,"$215,450",https://www.realtor.com/realestateandhomes-detail/1104-Fauntleroy-Trl_Austin_TX_78758_M85509-88080
2020,"$4,621",N/A,+,N/A,=,"$195,864",https://www.realtor.com/realestateandhomes-detail/1104-Fauntleroy-Trl_Austin_TX_78758_M85509-88080
2019,"$4,302",N/A,+,N/A,=,"$178,058",https://www.realtor.com/realestateandhomes-detail/1104-Fauntleroy-Trl_Austin_TX_78758_M85509-88080
2018,"$3,942",N/A,+,N/A,=,"$161,871",https://www.realtor.com/realestateandhomes-detail/1104-Fauntleroy-Trl_Austin_TX_78758_M85509-88080
2017,"$3,609",N/A,+,N/A,=,"$147,155",https://www.realtor.com/realestateandhomes-detail/1104-Fauntleroy-Trl_Austin_TX_78758_M85509-88080
2016,"$3,378","$22,000",+,"$111,777",=,"$133,777",https://www.realtor.com/realestateandhomes-detail/1104-Fauntleroy-Trl_Austin_TX_78758_M85509-88080
